Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Destination Airport,Scheduled departure time,Actual departure time,Status
AA,10/17/2023,364,N102UW,CLT,14:35,14:56,21
AA,10/17/2023,884,N667AW,DFW,16:52,16:55,3
AA,10/17/2023,2418,N711UW,CLT,07:01,06:55,-6
AA,10/18/2022,463,N814AW,CLT,14:22,14:17,-5
AA,10/18/2022,2988,N9012,CLT,06:20,06:18,-2
AA,10/18/2023,364,N107US,CLT,14:35,14:46,11
AA,10/18/2023,884,N118US,DFW,16:52,18:23,91
AA,10/18/2023,2418,N768US,CLT,07:01,07:03,2
AA,10/19/2022,463,N750UW,CLT,14:22,14:55,33
AA,10/19/2022,2988,N747UW,CLT,06:20,06:15,-5
AA,10/19/2023,364,N108UW,CLT,14:35,15:34,59
AA,10/19/2023,884,N128UW,DFW,16:52,17:13,21
AA,10/19/2023,1523,N9004F,MIA,16:46,17:51,65
AA,10/19/2023,2418,N713UW,CLT,07:01,07:06,5
AA,10/20/2022,463,N744P,CLT,14:22,14:21,-1
AA,10/20/2022,2988,N9004F,CLT,06:20,06:18,-2
AA,10/20/2023,364,N127UW,CLT,14:35,17:50,195
AA,10/20/2023,884,N647AW,DFW,16:52,18:04,72
AA,10/20/2023,1523,N9026C,MIA,16:46,16:44,-2
AA,10/20/2023,2418,N817AW,CLT,07:01,06:58,-3
AA,10/21/2022,463,N752US,CLT,14:22,14:22,0
AA,10/21/2022,2988,N9021H,CLT,06:20,06:16,-4
AA,10/21/2023,364,N661AW,CLT,14:35,14:36,1
AA,10/21/2023,884,N647AW,DFW,16:52,17:14,22
AA,10/21/2023,2418,N839AW,CLT,07:01,06:58,-3
AA,10/22/2022,463,N659AW,CLT,14:27,14:27,0
AA,10/22/2022,2988,N8027D,CLT,06:20,19:06,766
AA,10/22/2023,364,N668AW,CLT,14:35,14:33,-2
AA,10/22/2023,884,N658AW,DFW,16:52,20:17,205
AA,10/22/2023,1523,N3014R,MIA,16:46,16:45,-1
AA,10/22/2023,2418,N700UW,CLT,07:01,07:01,0
AA,10/23/2022,463,N741UW,CLT,14:22,14:16,-6
AA,10/23/2022,2988,N679AW,CLT,06:20,06:23,3
AA,10/23/2023,364,N680AW,CLT,14:35,14:41,6
AA,10/23/2023,884,N126UW,DFW,16:52,19:35,163
AA,10/23/2023,1523,N9026C,MIA,16:46,16:49,3
AA,10/23/2023,2418,N831AW,CLT,07:01,07:03,2
AA,10/24/2022,463,N741UW,CLT,14:22,14:21,-1
AA,10/24/2022,2988,N9026C,CLT,06:20,06:16,-4
AA,10/24/2023,364,N832AW,CLT,14:35,14:38,3
AA,10/24/2023,884,N604AW,DFW,16:52,16:56,4
AA,10/24/2023,2418,N834AW,CLT,07:01,07:00,-1
AA,10/25/2022,463,N840AW,CLT,14:22,14:16,-6
AA,10/25/2022,2988,N9016,CLT,06:20,06:17,-3
AA,10/25/2023,364,N647AW,CLT,14:35,14:30,-5
AA,10/25/2023,884,N112US,DFW,16:52,16:53,1
AA,10/25/2023,2418,N755US,CLT,07:01,07:01,0
AA,10/26/2022,463,N741UW,CLT,14:22,14:13,-9
AA,10/26/2022,2988,N741UW,CLT,06:20,06:15,-5
AA,10/26/2023,364,N649AW,CLT,14:35,14:54,19
AA,10/26/2023,884,N102UW,DFW,16:52,16:52,0
AA,10/26/2023,1523,N9019F,MIA,16:46,16:37,-9
AA,10/26/2023,2418,N737US,CLT,07:01,07:21,20
AA,10/27/2022,463,N840AW,CLT,14:22,14:13,-9
AA,10/27/2022,2988,N70020,CLT,06:20,06:19,-1
AA,10/27/2023,364,N601AW,CLT,14:35,14:35,0
AA,10/27/2023,884,N653AW,DFW,16:52,17:31,39
AA,10/27/2023,1523,N4032T,MIA,16:46,16:45,-1
AA,10/27/2023,2418,N740UW,CLT,07:01,07:00,-1
AA,10/28/2022,463,N741UW,CLT,14:22,14:13,-9
AA,10/28/2022,2988,N9021H,CLT,06:20,06:11,-9
AA,10/28/2023,364,N650AW,CLT,14:35,14:53,18
AA,10/28/2023,2418,N740UW,CLT,07:01,06:59,-2
AA,10/29/2022,463,N601AW,CLT,14:27,14:18,-9
AA,10/29/2022,2988,N70020,CLT,06:00,06:03,3
AA,10/29/2023,364,N103US,CLT,14:35,16:08,93
AA,10/29/2023,884,N659AW,DFW,16:52,16:57,5
AA,10/29/2023,2180,N673AW,DFW,07:25,07:28,3
AA,10/29/2023,2418,N765US,CLT,07:01,07:01,0
AA,10/30/2022,463,N737US,CLT,14:22,14:14,-8
AA,10/30/2022,2988,N70020,CLT,06:20,06:19,-1
AA,10/30/2023,364,N128UW,CLT,14:45,14:41,-4
AA,10/30/2023,884,N601AW,DFW,16:52,17:13,21
AA,10/30/2023,2418,N709UW,CLT,07:01,07:02,1
AA,10/31/2022,463,N815AW,CLT,14:22,14:20,-2
AA,10/31/2022,2988,N191UW,CLT,06:20,06:27,7
AA,10/31/2023,364,N123UW,CLT,14:45,14:43,-2
AA,10/31/2023,2418,N752US,CLT,07:01,07:04,3
AA,11-01-2022,463,N746UW,CLT,14:22,14:18,-4
AA,11-01-2023,364,N126UW,CLT,14:45,14:37,-8
AA,11-01-2023,884,N673AW,DFW,16:52,16:47,-5
AA,11-01-2023,2180,N665AW,DFW,07:25,08:28,63
AA,11-01-2023,2418,N3014R,CLT,07:01,07:00,-1
AA,11-02-2022,463,N757UW,CLT,14:22,14:22,0
AA,11-02-2022,2988,N9025B,CLT,06:20,06:16,-4
AA,11-02-2023,364,N108UW,CLT,14:45,14:37,-8
AA,11-02-2023,884,N658AW,DFW,16:52,17:41,49
AA,11-02-2023,2418,N772XF,CLT,07:01,07:11,10
AA,11-03-2022,1646,N708UW,CLT,14:40,14:39,-1
AA,11-03-2022,1867,N8030F,CLT,06:20,06:13,-7
AA,11-03-2022,2037,N748UW,CLT,18:16,18:13,-3
AA,11-03-2023,364,N669AW,CLT,14:45,14:43,-2
AA,11-03-2023,884,N649AW,DFW,16:52,16:46,-6
AA,11-03-2023,2418,N8027D,CLT,07:01,07:50,49
AA,11-04-2022,1646,N769US,CLT,14:40,14:59,19
AA,11-04-2022,2037,N733UW,CLT,18:16,18:13,-3
AA,11-04-2022,2651,N832AW,CLT,07:00,06:55,-5
AA,11-04-2023,364,N659AW,CLT,14:45,14:34,-11
AA,11-04-2023,884,N128UW,DFW,16:52,16:40,-12
AA,11-04-2023,2418,N744P,CLT,07:01,06:52,-9
AA,11-05-2022,1646,N9019F,CLT,14:40,14:39,-1
AA,11-05-2022,2037,N837AW,CLT,18:16,18:30,14
AA,11-05-2022,2651,N177XF,CLT,07:00,06:58,-2
AA,11-05-2023,2850,N652AW,DFW,16:45,17:23,38
AA,11-06-2022,1646,N825AW,CLT,14:40,14:44,4
AA,11-06-2022,2037,N756US,CLT,18:16,18:15,-1
AA,11-06-2022,2651,N652AW,CLT,07:00,06:59,-1
AA,11-06-2023,2850,N109UW,DFW,16:45,19:22,157
AA,11-07-2022,1646,N804AW,CLT,14:40,14:38,-2
AA,11-07-2022,2037,N753US,CLT,18:16,18:34,18
AA,11-07-2022,2651,N714US,CLT,07:00,07:33,33
AA,11-07-2023,2850,N647AW,DFW,16:45,16:36,-9
AA,11-08-2022,1646,N769US,CLT,14:40,14:37,-3
AA,11-08-2022,2037,N721UW,CLT,18:16,18:47,31
AA,11-08-2022,2651,N659AW,CLT,07:00,06:56,-4
AA,11-08-2023,2850,N128UW,DFW,16:45,16:35,-10
AA,11-09-2022,1646,N806AW,CLT,14:40,14:41,1
AA,11-09-2022,2037,N762US,CLT,18:16,18:16,0
AA,11-09-2022,2651,N669AW,CLT,07:00,06:58,-2
AA,11-09-2023,2850,N673AW,DFW,16:45,17:34,49
AA,11-10-2022,1646,N807AW,CLT,14:40,14:35,-5
AA,11-10-2022,2037,N762US,CLT,18:16,18:12,-4
AA,11-10-2022,2651,N818AW,CLT,07:00,06:56,-4
AA,11-10-2023,2850,N647AW,DFW,16:45,16:46,1
AA,11-11-2022,1646,N747UW,CLT,14:40,14:37,-3
AA,11-11-2022,2037,N725UW,CLT,18:16,18:33,17
AA,11-11-2022,2651,N807AW,CLT,07:00,06:57,-3
AA,11-11-2023,2850,N8031M,DFW,16:52,18:43,111
AA,11-12-2022,1646,N754UW,CLT,14:40,14:59,19
AA,11-12-2022,2037,N744P,CLT,18:16,18:16,0
AA,11-12-2022,2651,N805AW,CLT,07:00,06:56,-4
AA,11-12-2023,2850,N126UW,DFW,16:45,16:49,4
AA,11/13/2022,1646,N835AW,CLT,14:40,15:21,41
AA,11/13/2022,2037,N835AW,CLT,18:16,19:20,64
AA,11/13/2022,2651,N653AW,CLT,07:00,07:04,4
AA,11/13/2023,2850,N651AW,DFW,16:45,16:45,0
AA,11/14/2022,1646,N808AW,CLT,14:40,14:34,-6
AA,11/14/2022,2037,N711UW,CLT,18:16,18:19,3
AA,11/14/2022,2651,N840AW,CLT,07:00,06:59,-1
AA,11/14/2023,2850,N649AW,DFW,16:45,16:35,-10
AA,11/15/2022,1646,N809AW,CLT,14:40,14:33,-7
AA,11/15/2022,2037,N701UW,CLT,18:16,18:29,13
AA,11/15/2022,2651,N838AW,CLT,07:00,06:54,-6
AA,11/15/2023,2850,N107US,DFW,16:45,16:37,-8
AA,11/16/2022,1646,N806AW,CLT,14:40,14:35,-5
AA,11/16/2022,2037,N725UW,CLT,18:16,18:14,-2
AA,11/16/2022,2651,N807AW,CLT,07:00,06:58,-2
AA,11/16/2023,2850,N102UW,DFW,16:45,16:37,-8
AA,11/17/2022,1646,N818AW,CLT,14:40,14:40,0
AA,11/17/2022,2037,N715UW,CLT,18:16,18:11,-5
AA,11/17/2022,2651,N833AW,CLT,07:00,07:02,2
AA,11/17/2023,2850,N661AW,DFW,16:45,16:38,-7
AA,11/18/2022,1646,N760US,CLT,14:40,14:30,-10
AA,11/18/2022,2037,N716UW,CLT,18:16,18:13,-3
AA,11/18/2022,2651,N767UW,CLT,07:00,08:10,70
AA,11/18/2023,2850,N680AW,DFW,16:52,18:48,116
AA,11/19/2022,1646,N745VJ,CLT,14:40,14:33,-7
AA,11/19/2022,2037,N9002U,CLT,18:16,18:07,-9
AA,11/19/2022,2651,N815AW,CLT,07:00,06:51,-9
AA,11/19/2023,2850,N128UW,DFW,16:45,16:44,-1
AA,11/20/2022,1646,N733UW,CLT,14:40,14:37,-3
AA,11/20/2022,2037,N828AW,CLT,18:16,18:09,-7
AA,11/20/2022,2651,N836AW,CLT,07:00,06:54,-6
AA,11/20/2023,2850,N128UW,DFW,16:45,17:46,61
AA,11/21/2022,1646,N708UW,CLT,14:40,14:32,-8
AA,11/21/2022,2037,N705UW,CLT,18:16,18:18,2
AA,11/21/2022,2651,N722US,CLT,07:00,06:58,-2
AA,11/21/2023,2850,N112US,DFW,16:45,18:50,125
AA,11/22/2022,1646,N816AW,CLT,14:40,14:32,-8
AA,11/22/2022,2037,N716UW,CLT,18:16,18:13,-3
AA,11/22/2022,2651,N802AW,CLT,07:00,06:51,-9
AA,11/22/2023,2850,N663AW,DFW,16:45,16:52,7
AA,11/23/2022,1646,N827AW,CLT,14:40,14:40,0
AA,11/23/2022,2037,N750UW,CLT,18:16,18:14,-2
AA,11/23/2022,2651,N775XF,CLT,07:00,06:52,-8
AA,11/24/2022,2651,N752US,CLT,07:00,06:56,-4
AA,11/24/2023,2850,N126UW,DFW,16:45,16:44,-1
AA,11/25/2022,1646,N723UW,CLT,14:40,14:31,-9
AA,11/25/2022,2037,N708UW,CLT,18:16,18:10,-6
AA,11/25/2022,2651,N741UW,CLT,07:00,07:02,2
AA,11/25/2023,2850,N661AW,DFW,16:52,16:44,-8
AA,11/26/2022,1646,N716UW,CLT,14:40,14:53,13
AA,11/26/2022,2037,N824AW,CLT,18:16,18:10,-6
AA,11/26/2022,2651,N723UW,CLT,07:00,07:02,2
AA,11/26/2023,2850,N661AW,DFW,16:45,18:51,126
AA,11/27/2022,1646,N825AW,CLT,14:40,14:32,-8
AA,11/27/2022,2037,N723UW,CLT,18:16,18:20,4
AA,11/27/2022,2651,N827AW,CLT,07:00,07:02,2
AA,11/27/2023,2850,N656AW,DFW,16:45,16:46,1
AA,11/28/2022,1646,N716UW,CLT,14:40,14:42,2
AA,11/28/2022,2037,N714US,CLT,18:16,18:07,-9
AA,11/28/2022,2651,N825AW,CLT,07:00,07:01,1
AA,11/28/2023,2850,N663AW,DFW,16:45,16:42,-3
AA,11/29/2022,1646,N758US,CLT,14:40,14:36,-4
AA,11/29/2022,2037,N748UW,CLT,18:16,18:48,32
AA,11/29/2022,2651,N827AW,CLT,07:00,06:57,-3
AA,11/29/2023,2850,N663AW,DFW,16:45,16:42,-3
AA,11/30/2022,1646,N801AW,CLT,14:40,14:34,-6
AA,11/30/2022,2037,N832AW,CLT,18:16,18:11,-5
AA,11/30/2022,2651,N832AW,CLT,07:00,07:21,21
AA,11/30/2023,2850,N661AW,DFW,16:45,17:05,20
AA,12-01-2022,1646,N827AW,CLT,14:40,14:41,1
AA,12-01-2022,2037,N827AW,CLT,18:16,18:11,-5
AA,12-01-2022,2651,N768US,CLT,07:00,06:57,-3
AA,12-01-2023,2850,N124US,DFW,16:45,16:36,-9
AA,12-02-2022,1646,N827AW,CLT,14:40,14:30,-10
AA,12-02-2022,2037,N703UW,CLT,18:16,18:08,-8
AA,12-02-2022,2651,N834AW,CLT,07:00,06:57,-3
AA,12-02-2023,2850,N661AW,DFW,16:52,17:38,46
AA,12-03-2022,1646,N837AW,CLT,14:40,14:41,1
AA,12-03-2022,2037,N183UW,CLT,18:16,18:31,15
AA,12-03-2022,2651,N758US,CLT,07:00,07:15,15
AA,12-03-2023,2850,N122US,DFW,16:45,16:49,4
AA,12-04-2022,1646,N722US,CLT,14:40,15:36,56
AA,12-04-2022,2037,N771XF,CLT,18:16,18:11,-5
AA,12-04-2022,2651,N750UW,CLT,07:00,06:56,-4
AA,12-04-2023,2850,N604AW,DFW,16:45,16:37,-8
AA,12-05-2022,1646,N750UW,CLT,14:40,14:38,-2
AA,12-05-2022,2037,N738US,CLT,18:16,18:09,-7
AA,12-05-2022,2651,N737US,CLT,07:00,06:59,-1
AA,12-05-2023,2850,N651AW,DFW,16:56,16:48,-8
AA,12-06-2022,1646,N805AW,CLT,14:40,14:38,-2
AA,12-06-2022,2037,N771XF,CLT,18:16,18:37,21
AA,12-06-2022,2651,N709UW,CLT,07:00,06:58,-2
AA,12-06-2023,2850,N652AW,DFW,16:56,17:02,6
AA,12-07-2022,1646,N830AW,CLT,14:40,16:04,84
AA,12-07-2022,2037,N714US,CLT,18:16,18:23,7
AA,12-07-2022,2651,N711UW,CLT,07:00,07:59,59
AA,12-07-2023,2850,N112US,DFW,16:56,17:05,9
AA,12-08-2022,1646,N839AW,CLT,14:40,14:31,-9
AA,12-08-2022,2037,N714US,CLT,18:16,19:03,47
AA,12-08-2022,2651,N768US,CLT,07:00,06:58,-2
AA,12-08-2023,2850,N652AW,DFW,16:56,16:49,-7
AA,12-09-2022,1646,N758US,CLT,14:40,14:53,13
AA,12-09-2022,2037,N746UW,CLT,18:16,19:12,56
AA,12-09-2022,2651,N733UW,CLT,07:00,07:00,0
AA,12-09-2023,2850,N104UW,DFW,16:56,17:06,10
AA,12-10-2022,1646,N915US,CLT,14:40,14:55,15
AA,12-10-2022,2037,N764US,CLT,18:16,18:22,6
AA,12-10-2022,2651,N804AW,CLT,07:00,07:06,6
AA,12-10-2023,2850,N664AW,DFW,16:56,17:12,16
AA,12-11-2022,1646,N717UW,CLT,14:40,14:38,-2
AA,12-11-2022,2037,N742PS,CLT,18:16,18:11,-5
AA,12-11-2022,2651,N813AW,CLT,07:00,06:55,-5
AA,12-11-2023,2850,N121UW,DFW,16:56,17:05,9
AA,12-12-2022,1646,N832AW,CLT,14:40,14:36,-4
AA,12-12-2022,2037,N177XF,CLT,18:16,18:14,-2
AA,12-12-2022,2651,N801AW,CLT,07:00,07:21,21
AA,12-12-2023,2850,N104UW,DFW,16:56,16:47,-9
AA,12/13/2022,1646,N753US,CLT,14:40,16:33,113
AA,12/13/2022,2037,N177XF,CLT,18:16,18:11,-5
AA,12/13/2022,2651,N830AW,CLT,07:00,08:11,71
AA,12/13/2023,2850,N112US,DFW,16:56,16:47,-9
AA,12/14/2022,1646,N801AW,CLT,14:40,14:34,-6
AA,12/14/2022,2037,N9010R,CLT,18:16,18:12,-4
AA,12/14/2022,2651,N831AW,CLT,07:00,06:56,-4
AA,12/14/2023,2850,N126UW,DFW,16:56,16:58,2
AA,12/15/2022,1646,N746UW,CLT,14:39,15:40,61
AA,12/15/2022,2037,N90024,CLT,17:57,18:31,34
AA,12/15/2022,2651,N833AW,CLT,07:00,06:59,-1
AA,12/15/2023,2850,N680AW,DFW,16:56,16:50,-6
AA,12/16/2022,1646,N827AW,CLT,14:39,14:59,20
AA,12/16/2022,2037,N815AW,CLT,17:57,18:01,4
AA,12/16/2022,2651,N90024,CLT,07:00,06:53,-7
AA,12/16/2023,2850,N673AW,DFW,16:56,16:46,-10
AA,12/17/2022,1646,N177XF,CLT,14:39,15:01,22
AA,12/17/2022,2037,N812AW,CLT,17:57,18:22,25
AA,12/17/2022,2651,N833AW,CLT,07:00,06:54,-6
AA,12/17/2023,2850,N660AW,DFW,16:56,16:49,-7
AA,12/18/2022,1646,N771XF,CLT,14:39,18:42,243
AA,12/18/2022,2037,N830AW,CLT,17:57,18:15,18
AA,12/18/2022,2651,N840AW,CLT,07:00,06:53,-7
AA,12/18/2023,2850,N653AW,DFW,16:56,18:45,109
AA,12/19/2022,1646,N745VJ,CLT,14:45,15:11,26
AA,12/19/2022,2037,N745VJ,CLT,17:57,17:57,0
AA,12/19/2022,2651,N833AW,CLT,07:00,07:05,5
AA,12/19/2023,2850,N650AW,DFW,16:56,16:55,-1
AA,12/20/2022,1646,N748UW,CLT,14:45,15:51,66
AA,12/20/2022,2037,N712US,CLT,17:57,17:51,-6
AA,12/20/2022,2651,N814AW,CLT,07:00,06:57,-3
AA,12/20/2023,2850,N114UW,DFW,16:11,17:06,55
AA,12/21/2022,1646,N763US,CLT,14:39,14:36,-3
AA,12/21/2022,2037,N763US,CLT,17:57,17:57,0
AA,12/21/2022,2651,N829AW,CLT,07:00,06:57,-3
AA,12/21/2023,2850,N124US,DFW,16:11,16:24,13
AA,12/22/2022,1646,N820AW,CLT,14:39,15:14,35
AA,12/22/2022,2037,N832AW,CLT,17:57,18:31,34
AA,12/22/2022,2651,N744P,CLT,07:00,00:00,0
AA,12/22/2023,2850,N114UW,DFW,16:11,16:39,28
AA,12/23/2022,1646,N744P,CLT,14:39,16:25,106
AA,12/23/2022,2037,N744P,CLT,17:57,19:25,88
AA,12/23/2022,2651,N817AW,CLT,07:00,06:53,-7
AA,12/23/2023,2850,N653AW,DFW,16:10,16:35,25
AA,12/24/2022,1646,N822AW,CLT,14:39,14:46,7
AA,12/24/2022,2651,N804AW,CLT,07:00,06:59,-1
AA,12/25/2022,1646,N758US,CLT,14:39,17:30,171
AA,12/25/2022,2037,N819AW,CLT,17:57,21:13,196
AA,12/25/2022,2730,N822AW,CLT,11:05,11:00,-5
AA,12/25/2023,2850,N652AW,DFW,16:11,16:11,0
AA,12/26/2022,1646,N122US,CLT,14:39,16:45,126
AA,12/26/2022,2037,N650AW,CLT,17:57,19:12,75
AA,12/26/2022,2651,N828AW,CLT,07:00,08:23,83
AA,12/26/2023,2850,N102UW,DFW,16:11,16:54,43
AA,12/27/2022,1646,N807AW,CLT,14:39,16:50,131
AA,12/27/2022,2037,N732US,CLT,17:57,18:24,27
AA,12/27/2022,2651,N760US,CLT,07:00,07:04,4
AA,12/27/2023,2850,N114UW,DFW,16:11,16:25,14
AA,12/28/2022,1646,N760US,CLT,14:39,14:41,2
AA,12/28/2022,2037,N807AW,CLT,17:57,17:58,1
AA,12/28/2022,2651,N807AW,CLT,07:00,07:07,7
AA,12/28/2023,2850,N126UW,DFW,16:11,17:07,56
AA,12/29/2022,1646,N760US,CLT,14:39,14:53,14
AA,12/29/2022,2037,N805AW,CLT,17:57,18:03,6
AA,12/29/2022,2651,N760US,CLT,07:00,07:00,0
AA,12/29/2023,2850,N650AW,DFW,16:11,16:22,11
AA,12/30/2022,1646,N723UW,CLT,14:39,14:39,0
AA,12/30/2022,2037,N178US,CLT,17:57,18:12,15
AA,12/30/2022,2651,N762US,CLT,07:00,07:02,2
AA,12/30/2023,2850,N657AW,DFW,16:10,16:31,21
AA,12/31/2022,1646,N746UW,CLT,14:39,14:30,-9
AA,12/31/2022,2651,N757UW,CLT,07:00,06:55,-5
AA,12/31/2023,2850,N679AW,DFW,16:11,16:09,-2
